Age,Primary streaming service,Hours per day,While working,Instrumentalist,Composer,Fav genre,Exploratory,Foreign languages,BPM,Frequency [Classical],Frequency [Country],Frequency [EDM],Frequency [Folk],Frequency [Gospel],Frequency [Hip hop],Frequency [Jazz],Frequency [K pop],Frequency [Latin],Frequency [Lofi],Frequency [Metal],Frequency [Pop],Frequency [R&B],Frequency [Rap],Frequency [Rock],Frequency [Video game music],Anxiety,Depression,Insomnia,OCD,Music effects,Musical_Diversity,Listening_Intensity,Creative_Engagement,Work_Integration,Cultural_Openness,BPM_Preference,Lifestyle_Cluster
22.0,Spotify,1.0,0,0,1,EDM,1,0,128.0,0,0,3,0,1,2,2,0,0,0,0,3,3,2,2,0,2.0,7.0,5.0,0.0,Improve,7,1.0,1,0,1,128.0,3
17.0,Spotify,3.0,1,0,0,Rock,1,0,130.0,1,2,2,2,0,1,1,1,0,3,2,3,3,2,3,2,7.0,8.0,6.0,5.0,Improve,10,3.0,0,1,1,130.0,0
28.0,Spotify,0.5,0,0,0,Folk,1,0,130.0,1,2,0,3,0,1,1,0,0,0,0,2,0,1,3,1,4.0,7.0,1.0,0.0,Improve,4,0.5,0,0,1,130.0,3
23.0,Spotify,2.0,0,0,0,Rock,1,1,,0,0,0,0,0,2,0,2,0,0,3,3,0,2,3,2,7.0,8.0,5.0,1.0,No effect,7,2.0,0,0,2,120.0,3
19.0,Apple Music,3.0,1,0,0,Rock,1,1,126.0,0,2,2,0,0,3,0,0,0,1,1,1,1,2,3,2,5.0,2.0,8.0,6.0,Improve,6,3.0,0,1,2,126.0,0
17.0,Spotify,2.0,1,1,1,Hip hop,1,1,122.0,1,0,2,2,0,3,2,1,1,1,3,1,1,3,3,0,10.0,7.0,4.0,2.0,Improve,7,2.0,2,1,2,122.0,2
21.0,YouTube Music,1.0,0,0,0,Rock,1,0,179.0,0,1,0,1,0,2,1,0,0,3,2,1,2,2,3,1,6.0,5.0,0.0,0.0,No effect,6,1.0,0,0,1,179.0,3
29.0,Other streaming service,5.0,1,0,0,Jazz,1,1,200.0,1,0,0,1,0,0,3,0,1,1,1,0,2,0,3,2,7.0,2.0,3.0,1.0,Improve,4,5.0,0,1,2,200.0,4
22.0,Spotify,10.0,0,1,1,EDM,0,1,128.0,2,2,3,3,0,0,1,0,0,0,1,0,1,0,2,2,4.0,7.0,7.0,3.0,Improve,6,10.0,2,0,1,128.0,2
18.0,Spotify,4.0,1,1,1,Pop,1,1,130.0,2,1,2,1,0,1,2,2,2,2,3,3,1,1,3,3,4.0,5.0,6.0,5.0,Improve,10,4.0,2,1,2,130.0,2
13.0,Spotify,2.0,1,1,1,Rock,1,0,120.0,1,0,2,3,1,2,0,0,0,2,2,3,1,3,3,3,7.0,10.0,5.0,6.0,Worsen,9,2.0,2,1,1,120.0,2
24.0,Spotify,1.0,0,0,0,Metal,1,0,86.0,2,0,1,1,0,1,0,0,0,0,3,2,2,2,3,1,6.0,4.0,5.0,0.0,Improve,6,1.0,0,0,1,86.0,3
35.0,Spotify,6.0,1,0,0,Rock,1,1,166.0,2,1,2,3,0,1,2,1,1,2,2,2,1,1,3,2,4.0,1.0,3.0,1.0,No effect,9,6.0,0,1,2,166.0,4
29.0,YouTube Music,1.0,1,1,0,Video game music,1,0,110.0,2,0,0,1,2,0,1,0,0,0,0,2,1,0,2,2,6.0,6.0,1.0,2.0,Improve,5,1.0,1,1,1,110.0,1
28.0,Spotify,6.0,1,0,0,Rock,0,0,144.0,2,1,0,2,0,1,1,0,1,1,2,2,2,1,3,3,10.0,8.0,7.0,1.0,Improve,7,6.0,0,1,0,144.0,1
32.0,Spotify,7.0,1,0,0,Pop,1,1,120.0,2,0,1,0,0,2,1,0,0,1,1,3,3,3,3,3,10.0,8.0,2.0,8.0,Improve,7,7.0,0,1,2,120.0,0
32.0,Other streaming service,1.0,0,0,0,EDM,1,0,120.0,1,0,3,1,1,2,1,0,1,1,0,2,1,1,1,0,3.0,6.0,2.0,0.0,No effect,3,1.0,0,0,1,120.0,3
21.0,Spotify,3.0,1,1,0,Rock,1,0,160.0,0,0,0,3,0,2,0,0,0,2,3,1,0,1,3,2,8.0,9.0,2.0,0.0,Improve,6,3.0,1,1,1,160.0,4
18.0,Spotify,2.0,1,1,0,Video game music,0,1,101.0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,2,3,8.0,3.0,8.0,7.0,Improve,3,2.0,1,1,1,101.0,1
19.0,Spotify,3.0,1,1,0,Classical,1,0,122.0,3,1,0,0,0,0,0,1,0,2,0,3,0,0,1,2,3.0,3.0,1.0,2.0,Improve,4,3.0,1,1,1,122.0,1
18.0,Apple Music,2.0,1,1,0,Pop,1,1,,1,1,0,0,0,1,0,3,1,1,1,3,1,1,1,0,6.0,5.0,2.0,0.0,Improve,2,2.0,1,1,2,120.0,2
16.0,YouTube Music,3.0,1,0,1,Pop,0,0,,1,2,2,0,0,1,0,2,0,2,0,3,0,1,3,1,0.0,0.0,4.0,0.0,No effect,6,3.0,1,1,0,120.0,1
25.0,Spotify,1.5,1,0,0,Pop,0,0,61.0,2,1,1,2,0,1,0,0,0,1,1,3,3,1,3,0,6.0,5.0,0.0,2.0,Improve,5,1.5,0,1,0,61.0,1
17.0,Spotify,4.0,1,0,0,Lofi,1,1,79.0,3,0,0,0,2,2,1,2,0,3,0,3,2,2,1,3,3.0,8.0,0.0,0.0,Improve,9,4.0,0,1,2,79.0,0
16.0,Spotify,2.0,1,0,0,Rap,1,1,126.0,3,0,0,0,0,3,0,2,0,1,0,3,3,3,0,2,1.0,8.0,0.0,0.0,No effect,7,2.0,0,1,2,126.0,0
27.0,Spotify,10.0,1,0,0,Metal,1,1,185.0,2,0,2,0,0,2,1,0,0,1,3,3,1,2,3,1,5.0,6.0,6.0,3.0,Improve,7,10.0,0,1,2,185.0,4
53.0,Spotify,7.0,1,0,0,Pop,1,1,92.0,3,2,3,1,1,2,2,1,2,1,1,3,3,1,3,1,0.0,0.0,0.0,0.0,Improve,9,7.0,0,1,2,92.0,0
25.0,Spotify,1.0,1,0,0,EDM,0,0,107.0,0,0,3,0,0,1,0,1,0,1,0,0,0,0,1,1,0.0,8.0,0.0,0.0,Improve,1,1.0,0,1,0,107.0,1
34.0,Spotify,2.0,0,0,0,Metal,0,0,120.0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,2,0,3.0,7.0,0.0,0.0,Improve,2,2.0,0,0,0,120.0,3
22.0,Other streaming service,6.0,1,1,1,Jazz,1,1,140.0,2,1,3,3,1,3,3,1,2,2,2,3,3,3,2,2,8.0,8.0,8.0,5.0,Improve,13,6.0,2,1,2,140.0,2
17.0,Spotify,2.0,1,1,1,Jazz,1,0,94.0,2,0,0,0,0,1,2,0,0,1,2,3,0,1,3,1,5.0,2.0,3.0,4.0,Improve,5,2.0,2,1,1,94.0,2
26.0,Spotify,3.0,1,1,0,Folk,1,0,160.0,1,1,0,3,1,1,2,0,0,1,1,2,2,1,2,2,8.0,8.0,3.0,0.0,Improve,6,3.0,1,1,1,160.0,4
19.0,Spotify,8.0,1,0,0,EDM,1,0,174.0,0,0,3,0,0,2,0,1,0,0,1,2,2,2,2,0,6.0,8.0,8.0,0.0,Improve,6,8.0,0,1,1,174.0,4
21.0,Spotify,3.0,1,0,0,Pop,1,1,136.0,1,3,2,1,0,3,1,0,3,2,1,3,3,3,2,2,6.0,8.0,6.0,0.0,Worsen,10,3.0,0,1,2,136.0,0
32.0,Spotify,3.0,1,1,1,Rock,1,1,144.0,1,1,2,3,0,2,1,0,2,3,1,2,3,1,3,1,6.0,6.0,7.0,5.0,Improve,8,3.0,2,1,2,144.0,2
21.0,I do not use a streaming service.,3.0,1,0,0,Rock,0,0,77.0,0,0,0,2,2,2,2,0,1,0,1,1,1,2,3,3,9.0,10.0,3.0,0.0,No effect,7,3.0,0,1,0,77.0,1
25.0,Spotify,2.0,0,1,0,Pop,0,0,120.0,1,0,0,1,0,2,0,0,2,0,0,3,2,3,3,1,7.0,7.0,5.0,0.0,Improve,6,2.0,1,0,0,120.0,3
26.0,Spotify,1.0,0,0,0,Rock,0,0,,1,0,1,1,0,1,1,0,0,1,2,2,1,2,3,0,10.0,7.0,2.0,8.0,No effect,4,1.0,0,0,0,120.0,3
21.0,Spotify,2.0,1,1,0,Metal,1,1,,1,0,0,2,0,1,0,0,0,1,3,1,0,1,3,2,1.0,3.0,0.0,6.0,No effect,4,2.0,1,1,2,120.0,2
17.0,Spotify,2.0,1,1,0,Pop,0,1,,1,0,0,0,0,1,3,3,0,3,0,3,3,2,0,2,5.0,3.0,2.0,1.0,Improve,7,2.0,1,1,1,120.0,2
28.0,I do not use a streaming service.,4.0,1,0,0,Rock,1,1,194.0,1,2,1,1,0,2,2,1,0,0,2,2,1,1,3,2,6.0,8.0,1.0,6.0,Improve,7,4.0,0,1,2,194.0,4
41.0,YouTube Music,4.0,1,0,0,Pop,1,0,60.0,1,0,2,3,0,3,2,1,1,2,1,3,3,2,3,1,7.0,2.0,0.0,7.0,Improve,9,4.0,0,1,1,60.0,0
18.0,Spotify,1.0,1,1,0,Metal,1,1,190.0,1,0,1,0,0,2,0,0,0,0,3,1,0,2,3,2,6.0,9.0,9.0,0.0,Improve,5,1.0,1,1,2,190.0,4
22.0,Spotify,2.0,0,0,0,R&B,0,1,87.0,2,0,0,0,0,1,0,3,3,2,0,2,3,1,1,2,1.0,1.0,4.0,1.0,No effect,7,2.0,0,0,1,87.0,3
18.0,Other streaming service,2.0,1,0,0,K pop,0,1,122.0,1,0,0,0,0,0,0,3,0,1,0,3,2,0,0,0,0.0,2.0,0.0,0.0,,3,2.0,0,1,1,122.0,1
49.0,Other streaming service,1.0,1,0,0,EDM,1,0,156.0,2,0,3,2,0,2,1,1,1,2,2,2,1,1,3,2,8.0,8.0,2.0,0.0,Improve,9,1.0,0,1,1,156.0,4
21.0,Spotify,3.0,1,1,1,Metal,1,0,150.0,2,1,1,2,0,1,1,1,0,2,3,3,1,2,3,2,3.0,3.0,7.0,0.0,No effect,8,3.0,2,1,1,150.0,2
27.0,Spotify,10.0,1,0,0,Metal,1,1,194.0,0,1,2,2,0,2,1,1,1,2,3,3,2,2,3,2,8.0,8.0,3.0,0.0,Improve,10,10.0,0,1,2,194.0,4
19.0,Spotify,1.0,0,0,1,Metal,1,1,160.0,0,0,0,0,0,1,0,0,0,2,3,2,1,1,3,0,6.0,4.0,0.0,3.0,No effect,4,1.0,1,0,2,160.0,3
27.0,Spotify,3.0,1,0,0,Metal,1,1,171.0,2,0,0,1,0,2,1,0,0,1,3,0,1,2,2,1,1.0,0.0,0.0,0.0,Improve,5,3.0,0,1,2,171.0,4
27.0,Spotify,1.5,1,0,0,Rock,0,0,95.0,0,0,0,1,0,2,0,1,0,1,3,2,0,2,3,2,5.0,5.0,4.0,4.0,Improve,6,1.5,0,1,0,95.0,1
19.0,Spotify,3.0,1,1,0,K pop,1,1,114.0,2,0,0,3,1,1,1,3,0,2,0,2,2,1,2,2,8.0,9.0,6.0,0.0,,8,3.0,1,1,2,114.0,2
42.0,YouTube Music,2.5,1,1,0,Rock,0,1,148.0,2,1,3,1,0,2,3,0,1,1,2,1,1,1,2,1,8.0,8.0,7.0,6.0,Improve,6,2.5,1,1,1,148.0,4
60.0,Pandora,2.0,1,0,0,Gospel,0,0,119.0,1,2,0,1,3,0,0,0,1,0,0,2,1,0,2,0,3.0,0.0,2.0,0.0,Improve,4,2.0,0,1,0,119.0,1
19.0,YouTube Music,5.0,1,0,0,Metal,0,1,136.0,2,1,1,2,2,2,1,0,0,3,3,0,0,2,3,2,0.0,5.0,1.0,0.0,No effect,9,5.0,0,1,1,136.0,0
20.0,Apple Music,2.0,1,0,0,Pop,1,0,141.0,1,0,0,1,0,2,1,0,0,2,0,3,2,1,2,1,6.0,3.0,0.0,0.0,Improve,5,2.0,0,1,1,141.0,1
28.0,Spotify,2.0,0,0,1,Metal,0,0,146.0,1,0,0,1,0,1,0,0,0,0,3,1,0,0,2,1,1.0,7.0,5.0,1.0,Improve,2,2.0,1,0,0,146.0,3
16.0,I do not use a streaming service.,2.0,0,1,1,Video game music,1,0,,2,1,0,0,1,2,2,1,0,2,0,2,2,1,1,2,4.0,2.0,1.0,1.0,No effect,7,2.0,2,0,1,120.0,3
18.0,Spotify,2.0,1,0,0,R&B,0,1,164.0,2,0,0,0,0,1,0,0,0,1,0,3,3,1,0,0,5.0,6.0,0.0,1.0,No effect,3,2.0,0,1,1,164.0,4
34.0,Spotify,1.0,1,0,0,Rock,1,1,,1,0,3,0,0,0,0,3,0,1,3,1,0,0,3,3,1.0,0.0,0.0,0.0,No effect,5,1.0,0,1,2,120.0,0
18.0,YouTube Music,1.5,1,0,0,Pop,1,0,,0,1,1,0,0,1,3,2,1,3,0,3,2,1,1,3,8.0,6.0,5.0,2.0,Improve,6,1.5,0,1,1,120.0,1
21.0,Spotify,5.0,1,1,1,Folk,1,1,128.0,2,1,0,3,1,1,2,0,1,2,1,3,2,1,3,1,9.0,4.0,0.0,3.0,Improve,7,5.0,2,1,2,128.0,2
38.0,Spotify,0.5,0,0,0,Rock,1,1,,0,0,1,2,1,2,1,0,2,0,0,3,2,1,3,0,4.0,6.0,6.0,4.0,Improve,6,0.5,0,0,2,120.0,3
17.0,Spotify,2.0,1,0,0,Rock,0,1,,0,1,1,1,0,0,0,1,0,2,1,2,0,1,3,3,7.0,3.0,1.0,5.0,Improve,4,2.0,0,1,1,120.0,1
35.0,Other streaming service,0.5,0,0,0,Pop,0,0,,2,0,0,2,0,0,0,0,0,1,0,3,1,0,2,1,10.0,3.0,1.0,0.0,No effect,4,0.5,0,0,0,120.0,3
21.0,I do not use a streaming service.,2.0,1,0,0,Rock,0,1,101.0,1,2,1,2,0,3,1,0,3,3,3,3,3,3,3,1,8.0,8.0,3.0,0.0,Improve,10,2.0,0,1,1,101.0,0
25.0,Apple Music,2.5,1,0,0,R&B,0,0,,1,0,0,1,1,2,1,0,3,3,1,2,3,2,2,2,7.0,6.0,5.0,4.0,Improve,8,2.5,0,1,0,120.0,1
18.0,Spotify,2.0,1,1,0,K pop,1,1,98.0,3,0,0,1,1,2,2,3,1,3,0,2,3,2,0,1,7.0,2.0,3.0,5.0,Improve,8,2.0,1,1,2,98.0,2
16.0,Apple Music,2.0,0,0,0,Pop,1,0,145.0,0,2,1,2,1,1,0,1,0,2,0,3,1,1,3,1,10.0,3.5,5.0,10.0,Improve,5,2.0,0,0,1,145.0,3
19.0,Spotify,1.0,1,0,0,Pop,1,1,94.0,1,2,1,1,0,2,1,0,0,1,1,3,2,2,3,0,7.0,5.0,1.0,2.0,Improve,6,1.0,0,1,2,94.0,0
31.0,Spotify,4.0,1,1,0,Classical,0,1,103.0,3,0,1,0,1,2,1,0,2,0,2,1,0,2,2,0,6.0,8.0,9.0,5.0,Improve,6,4.0,1,1,1,103.0,2
26.0,Spotify,5.0,1,0,0,Rock,0,0,,0,0,2,0,0,0,0,0,0,0,0,3,0,0,3,0,2.0,9.0,2.0,1.0,No effect,3,5.0,0,1,0,120.0,1
16.0,Spotify,2.0,1,1,1,Rock,0,0,112.0,1,0,3,1,0,0,0,0,0,1,1,2,1,0,3,3,7.0,4.0,10.0,2.0,Improve,4,2.0,2,1,0,112.0,1
26.0,Spotify,2.0,1,1,0,Rock,1,1,,3,1,1,3,0,1,0,0,0,2,2,1,0,1,3,3,7.0,5.0,6.0,0.0,Improve,6,2.0,1,1,2,120.0,2
17.0,Spotify,2.0,1,0,0,R&B,1,1,118.0,1,1,0,0,2,2,1,3,0,1,0,2,3,2,0,1,6.0,1.0,0.0,0.0,Improve,6,2.0,0,1,2,118.0,0
22.0,Spotify,1.0,1,1,0,Video game music,1,1,,2,2,1,3,0,0,0,1,1,0,3,1,0,0,3,3,3.0,6.0,1.0,1.0,Improve,6,1.0,1,1,2,120.0,2
20.0,Apple Music,4.0,1,0,0,R&B,1,1,113.0,2,1,0,1,0,2,2,1,0,1,0,2,3,3,3,1,9.0,10.0,3.0,0.0,Improve,7,4.0,0,1,2,113.0,0
30.0,Spotify,1.0,0,1,0,Rock,1,0,162.0,2,2,1,2,0,1,0,0,0,0,2,2,0,1,3,0,8.0,5.0,8.0,9.0,Improve,6,1.0,1,0,1,162.0,3
26.0,Other streaming service,4.0,1,0,0,Pop,0,0,,1,3,1,0,0,1,1,0,2,0,1,3,1,0,2,0,8.0,7.0,7.0,3.0,Improve,4,4.0,0,1,0,120.0,1
19.0,Spotify,5.0,1,0,0,Rock,1,1,111.0,2,1,0,2,1,1,2,1,1,1,3,2,1,1,3,2,9.0,9.0,9.0,3.0,No effect,7,5.0,0,1,2,111.0,0
21.0,,5.0,1,0,0,Country,1,0,85.0,0,3,1,2,0,1,0,0,0,0,2,2,0,1,3,0,9.0,8.0,9.0,7.0,Improve,5,5.0,0,1,1,85.0,1
33.0,Spotify,7.0,1,0,0,Rock,1,1,134.0,1,2,2,2,1,3,1,1,2,2,2,3,3,3,3,2,9.0,3.0,7.0,8.0,Improve,12,7.0,0,1,2,134.0,0
28.0,YouTube Music,2.0,1,0,0,Rock,1,0,172.0,0,1,1,1,0,2,0,1,0,2,1,2,3,1,3,1,10.0,8.0,6.0,2.0,Improve,5,2.0,0,1,1,172.0,4
25.0,Spotify,3.0,1,0,0,Rock,1,1,180.0,1,0,2,2,0,1,0,1,0,2,3,2,1,1,3,2,9.0,6.0,3.0,0.0,Improve,7,3.0,0,1,2,180.0,4
22.0,YouTube Music,2.0,1,0,0,Pop,0,0,120.0,1,0,1,1,1,1,1,0,0,1,0,3,1,1,2,2,7.0,7.0,8.0,3.0,Improve,3,2.0,0,1,0,120.0,1
19.0,Spotify,3.0,1,0,1,Rock,1,1,76.0,2,0,2,2,0,0,0,0,0,1,1,1,1,0,3,1,9.0,10.0,4.0,0.0,Improve,4,3.0,1,1,2,76.0,2
44.0,Other streaming service,3.0,1,0,0,Folk,1,1,130.0,1,1,1,3,1,2,1,0,1,2,0,1,2,2,1,2,9.0,9.0,8.0,2.0,Improve,6,3.0,0,1,2,130.0,0
22.0,Spotify,3.0,1,0,0,Rock,0,0,,0,1,0,3,0,1,0,0,0,0,3,1,0,0,3,1,9.0,10.0,3.0,9.0,Improve,3,3.0,0,1,0,120.0,1
26.0,Spotify,5.0,1,1,1,Metal,1,1,109.0,2,1,3,1,1,1,2,2,0,1,3,2,2,1,2,2,10.0,9.0,8.0,8.0,Improve,9,5.0,2,1,2,109.0,2
23.0,I do not use a streaming service.,6.0,1,0,1,Classical,0,1,96.0,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,6.0,5.0,6.0,8.0,Improve,1,6.0,1,1,1,96.0,1
17.0,Spotify,2.0,0,0,0,R&B,0,1,148.0,2,0,1,0,0,3,1,1,0,1,0,2,3,2,0,1,8.0,6.0,10.0,3.0,Improve,5,2.0,0,0,1,148.0,3
42.0,YouTube Music,2.0,0,0,0,Metal,1,0,,2,1,2,1,0,2,0,0,0,0,3,2,2,2,3,1,8.0,3.0,6.0,4.0,Improve,8,2.0,0,0,1,120.0,3
30.0,Spotify,1.0,0,1,0,Rock,1,0,129.0,1,0,1,1,0,1,1,0,1,1,1,3,1,1,3,1,4.0,2.0,1.0,3.0,Improve,2,1.0,1,0,1,129.0,3
35.0,Spotify,1.0,1,0,0,Pop,1,1,81.0,2,1,2,1,0,2,1,1,0,0,0,3,1,1,2,1,2.0,1.0,1.0,1.0,No effect,5,1.0,0,1,2,81.0,0
20.0,Spotify,3.0,0,0,0,Rock,1,0,136.0,0,3,0,0,0,0,0,0,0,0,3,3,0,2,3,1,10.0,10.0,7.0,3.0,Improve,5,3.0,0,0,1,136.0,3
18.0,Spotify,3.0,1,0,0,Rap,1,1,155.0,1,0,0,2,0,3,2,0,2,2,0,3,1,3,3,3,8.0,9.0,0.0,0.0,Improve,9,3.0,0,1,2,155.0,4
21.0,Spotify,1.0,0,0,0,Pop,0,1,,0,0,2,0,0,1,0,2,2,1,0,3,2,1,2,1,4.0,9.0,6.0,2.0,No effect,6,1.0,0,0,1,120.0,3
19.0,Spotify,6.0,1,0,0,Rock,1,1,52.0,0,0,1,3,0,1,1,0,3,1,2,3,1,2,3,1,4.0,2.0,0.0,0.0,Improve,6,6.0,0,1,2,52.0,0
37.0,Spotify,4.0,1,0,0,Rock,1,0,97.0,1,2,2,2,0,3,1,0,0,2,2,2,3,3,3,0,9.0,2.0,7.0,7.0,Improve,10,4.0,0,1,1,97.0,0
31.0,Spotify,2.0,1,0,0,Metal,1,1,92.0,2,1,1,2,0,2,1,1,2,3,3,2,2,2,3,3,8.0,6.0,7.0,5.0,Improve,11,2.0,0,1,2,92.0,0
29.0,Spotify,2.0,1,1,0,Folk,1,1,100.0,0,2,1,3,2,1,1,1,1,1,2,1,3,1,3,1,6.0,5.0,4.0,2.0,Improve,6,2.0,1,1,2,100.0,2
20.0,Spotify,3.0,1,0,0,Rock,1,1,120.0,2,1,1,3,0,1,2,0,0,2,2,3,1,1,3,2,8.0,5.0,2.0,3.0,Improve,8,3.0,0,1,2,120.0,0
36.0,I do not use a streaming service.,8.0,1,1,1,Video game music,0,1,143.0,2,1,2,1,0,1,1,0,0,0,3,1,0,1,2,3,7.0,6.0,6.0,1.0,No effect,5,8.0,2,1,1,143.0,2
18.0,Spotify,3.0,1,1,0,Rock,1,0,118.0,2,0,0,1,0,0,2,0,0,1,1,2,0,0,3,1,10.0,2.0,0.0,0.0,Improve,4,3.0,1,1,1,118.0,1
18.0,Spotify,2.0,1,0,0,K pop,1,1,130.0,1,0,2,0,0,0,0,3,0,0,1,2,0,0,1,0,6.0,0.0,0.0,0.0,Improve,3,2.0,0,1,2,130.0,4
25.0,Spotify,7.0,1,0,0,Pop,0,1,120.0,0,2,3,1,1,2,0,3,1,1,1,3,2,2,1,2,2.0,0.0,1.0,0.0,Improve,8,7.0,0,1,1,120.0,0
18.0,YouTube Music,12.0,1,0,0,K pop,1,1,126.0,0,0,0,0,0,2,0,3,2,0,1,3,2,2,1,0,3.0,7.0,5.0,2.0,Improve,6,12.0,0,1,2,126.0,0
31.0,YouTube Music,9.0,1,0,0,Pop,1,1,158.0,1,1,1,2,0,0,1,1,1,3,2,3,0,1,2,2,9.0,0.0,2.0,0.0,Improve,6,9.0,0,1,2,158.0,4
17.0,Spotify,2.0,1,0,0,Pop,1,1,160.0,1,1,1,1,1,2,2,2,0,0,1,3,1,2,2,0,5.0,4.0,1.0,1.0,Improve,6,2.0,0,1,2,160.0,4
21.0,Spotify,1.0,1,0,0,Folk,0,1,,0,1,0,3,0,1,2,0,0,1,1,1,0,0,2,3,8.0,4.0,0.0,1.0,Improve,4,1.0,0,1,1,120.0,1
30.0,Other streaming service,1.0,0,0,0,Country,0,0,119.0,0,3,0,0,0,2,0,0,0,0,0,3,1,2,2,1,8.0,10.0,2.0,0.0,Improve,5,1.0,0,0,0,119.0,3
40.0,Apple Music,2.0,1,0,0,Metal,1,1,120.0,2,0,2,1,0,1,1,0,0,1,3,1,1,1,3,0,3.0,6.0,2.0,1.0,No effect,4,2.0,0,1,2,120.0,0
64.0,I do not use a streaming service.,4.0,1,0,0,Rock,0,0,200.0,2,1,2,1,0,1,2,1,1,0,1,2,1,1,2,1,4.0,4.0,2.0,1.0,Improve,5,4.0,0,1,0,200.0,4
14.0,Spotify,2.0,1,1,0,Rock,1,1,136.0,1,0,0,2,0,2,1,0,0,0,2,3,1,2,3,1,7.0,5.0,2.0,6.0,Improve,6,2.0,1,1,2,136.0,2
26.0,YouTube Music,6.0,1,0,0,Rock,1,0,104.0,2,0,0,1,0,1,2,0,0,0,1,2,0,1,3,0,3.0,2.0,0.0,0.0,No effect,4,6.0,0,1,1,104.0,1
35.0,Spotify,4.0,1,1,1,Country,1,1,90.0,1,3,1,2,1,3,2,1,2,2,2,2,1,2,3,0,9.0,9.0,5.0,1.0,Improve,10,4.0,2,1,2,90.0,2
33.0,Other streaming service,1.0,0,0,0,Rock,0,0,120.0,0,0,0,0,0,2,0,0,1,0,0,2,1,1,3,0,3.0,10.0,4.0,1.0,No effect,3,1.0,0,0,0,120.0,3
30.0,Spotify,6.0,1,0,0,Folk,1,1,89.0,2,1,0,3,1,0,1,0,0,2,2,1,0,0,3,0,9.0,0.0,5.0,0.0,No effect,5,6.0,0,1,2,89.0,0
31.0,Spotify,2.0,0,1,0,Metal,1,0,95.0,2,2,2,1,0,1,0,0,0,1,3,3,1,2,3,2,7.0,6.0,6.0,5.0,Improve,8,2.0,1,0,1,95.0,3
27.0,Spotify,5.0,1,0,1,Folk,1,1,140.0,1,0,2,3,2,1,1,2,2,3,2,3,2,0,3,3,0.0,9.0,4.0,0.0,Improve,11,5.0,1,1,2,140.0,2
53.0,I do not use a streaming service.,1.5,0,0,0,Pop,1,1,92.0,1,0,3,2,0,2,0,1,2,0,0,3,1,2,2,0,2.0,2.0,2.0,1.0,No effect,7,1.5,0,0,2,92.0,3
23.0,Spotify,5.0,1,1,1,Metal,1,1,120.0,2,1,0,1,0,0,1,0,0,0,3,1,0,0,3,0,6.0,9.0,2.0,1.0,Improve,3,5.0,2,1,2,120.0,2
25.0,Spotify,2.0,1,0,1,EDM,1,0,128.0,1,1,3,1,0,2,2,2,0,1,3,3,1,2,3,1,6.0,4.0,1.0,0.0,Improve,8,2.0,1,1,1,128.0,2
